Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
2516008	5071	5071	111105	111105	KB-152G3.1	KB-152G3.1	PARK2	PARK2	AR-JP|LPRS2|PDJ|PRKN	AR-JP|LPRS2|PDJ|PRKN	Biochemical Activity	physical	Aguirre JD (2018)	29530980	9606	9606	Low Throughput	-	Ubiquitination	-	autoubiquitination	-	BIOGRID
2516009	4287	5071	110433	111105	RP11-529H20.5	KB-152G3.1	ATXN3	PARK2	AT3|ATX3|JOS|MJD|MJD1|SCA3	AR-JP|LPRS2|PDJ|PRKN	Reconstituted Complex	physical	Aguirre JD (2018)	29530980	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2518397	25793	51185	117326	119360	LL22NC03-28H9.2	AD-006	FBXO7	CRBN	FBX|FBX07|FBX7|PARK15|PKPS	MRT2|MRT2A	Affinity Capture-Western	physical	Liu J (2018)	30026574	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2518398	51185	25793	119360	117326	AD-006	LL22NC03-28H9.2	CRBN	FBXO7	MRT2|MRT2A	FBX|FBX07|FBX7|PARK15|PKPS	Affinity Capture-Western	physical	Liu J (2018)	30026574	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2518579	1612	51422	107982	119531	-	-	DAPK1	PRKAG2	DAPK	AAKG|AAKG2|CMH6|H91620p|WPWS	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518680	120892	57191	125700	121440	-	-	LRRK2	VN1R1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	V1RL1|VNR19I1|ZVNH1|ZVNR1	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518681	120892	10602	125700	115849	-	-	LRRK2	CDC42EP3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	BORG2|CEP3|UB1	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518682	120892	80011	125700	123067	-	CDA10	LRRK2	FAM192A	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	C16orf94|CDA018|NIP30	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518683	120892	9205	125700	114639	-	RP11-523H24.6	LRRK2	ZMYM5	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	HSPC050|MYM|ZNF198L1|ZNF237	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518684	120892	3983	125700	110171	-	RP11-317F20.1	LRRK2	ABLIM1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ABLIM|LIMAB1|LIMATIN|abLIM-1	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518685	120892	9113	125700	114563	-	-	LRRK2	LATS1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	WARTS|wts	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518686	120892	27301	125700	118124	-	RP5-884M20.3	LRRK2	APEX2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	APE2|APEXL2|XTH2|ZGRF2	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518687	120892	55622	125700	120761	-	-	LRRK2	TTC27	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518688	120892	338398	125700	130733	-	-	LRRK2	TAS2R60	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	T2R56|T2R60	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518689	120892	9406	125700	114802	-	-	LRRK2	ZRANB2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ZIS|ZIS1|ZIS2|ZNF265	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518690	120892	55421	125700	120662	-	-	LRRK2	C17orf85	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ELG|HSA277841	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518691	120892	8796	125700	114324	-	-	LRRK2	SCEL	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518692	120892	84236	125700	123968	-	HSD50	LRRK2	RHBDD1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	RRP4	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518693	120892	54541	125700	120028	-	RP11-442H21.1	LRRK2	DDIT4	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Dig2|REDD-1|REDD1	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518694	120892	1114	125700	107539	-	-	LRRK2	CHGB	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	SCG1	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518695	120892	27245	125700	118093	-	RP1-159A19.1	LRRK2	AHDC1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MRD25	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518696	120892	81488	125700	123498	-	-	LRRK2	POLR2M	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	GCOM1|GRINL1A|Gdown|Gdown1	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518697	120892	10273	125700	115563	-	LA16c-313D11.6	LRRK2	STUB1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518698	120892	55633	125700	120772	-	RP4-744I24.2	LRRK2	TBC1D22B	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	C6orf197	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518699	120892	10768	125700	115987	-	-	LRRK2	AHCYL1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518700	120892	342527	125700	131181	-	-	LRRK2	SMTNL2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518701	120892	9686	125700	115039	-	-	LRRK2	VGLL4	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	VGL-4	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518702	120892	9212	125700	114646	-	-	LRRK2	AURKB	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518703	120892	11069	125700	116253	-	-	LRRK2	RAPGEF4	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	2|CAMP-GEFII|CGEF2|EPAC|EPAC 2|EPAC2|Nbla00496	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518704	120892	868	125700	107316	-	Nbla00127	LRRK2	CBLB	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Cbl-b|RNF56	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518705	120892	6827	125700	112695	-	-	LRRK2	SUPT4H1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	SPT4|SPT4H|SUPT4H	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518706	120892	7381	125700	113227	-	-	LRRK2	UQCRB	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MC3DN3|QCR7|QP-C|QPC|UQBC|UQBP|UQCR6|UQPC	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518707	120892	1874	125700	108206	-	-	LRRK2	E2F4	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	E2F-4	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518708	120892	27125	125700	118016	-	HSPC092	LRRK2	AFF4	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AF5Q31|MCEF	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518709	120892	79864	125700	122952	-	-	LRRK2	C11orf63	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518710	120892	5082	125700	111116	-	RP11-465F21.2	LRRK2	PDCL	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	PhLP	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518711	120892	127795	125700	126083	-	-	LRRK2	C1orf87	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CREF	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518712	120892	127733	125700	126082	-	-	LRRK2	UBXN10	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	UBXD3	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518713	120892	51574	125700	119619	-	HDCMA18P	LRRK2	LARP7	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ALAZS|PIP7S	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518714	120892	57697	125700	121722	-	-	LRRK2	FANCM	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	FAAP250|KIAA1596	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518715	120892	65997	125700	122444	-	-	LRRK2	RASL11B	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518716	120892	55738	125700	120856	-	RP11-261N11.1	LRRK2	ARFGAP1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARF1GAP|HRIHFB2281	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518717	120892	55471	125700	120676	-	PRO1853	LRRK2	NDUFAF7	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	C2orf56|MidA	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518718	120892	5460	125700	111456	-	DADB-104B20.2	LRRK2	POU5F1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	OCT3|OCT4|OTF-3|OTF3|OTF4|Oct-3|Oct-4	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518719	120892	130535	125700	126238	-	-	LRRK2	KCTD18	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	6530404F10Rik	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518720	120892	65244	125700	122410	-	Nbla00526	LRRK2	SPATS2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	P59SCR|SCR59|SPATA10	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518721	120892	140290	125700	126602	-	PRED77	LRRK2	TCP10L	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	C21orf77|TCP10A-2	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518722	120892	8445	125700	114023	-	-	LRRK2	DYRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518723	120892	257629	125700	129220	-	-	LRRK2	ANKS4B	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	HARP	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518724	120892	55138	125700	120442	-	-	LRRK2	FAM90A1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518725	120892	78996	125700	122467	-	-	LRRK2	C7orf49	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MRI	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518726	120892	9532	125700	114908	-	RP3-496N17.2	LRRK2	BAG2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	BAG-2|dJ417I1.2	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518727	120892	90316	125700	124690	-	-	LRRK2	TGIF2LX	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	TGIFLX	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518728	120892	2580	125700	108853	-	-	LRRK2	GAK	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	DNAJ26|DNAJC26	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518729	120892	51265	125700	119419	-	-	LRRK2	CDKL3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	NKIAMRE	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518730	120892	11083	125700	116266	-	RP5-885L7.1	LRRK2	DIDO1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	BYE1|C20orf158|DATF-1|DATF1|DIDO2|DIDO3|DIO-1|DIO1|dJ885L7.8	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518731	120892	23421	125700	116992	-	-	LRRK2	ITGB3BP	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CENP-R|CENPR|HSU37139|NRIF3|TAP20	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518732	120892	5295	125700	111313	-	-	LRRK2	PIK3R1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AGM7|GRB1|IMD36|p85|p85-ALPHA	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518733	120892	6919	125700	112781	-	RP11-299N6.2	LRRK2	TCEA2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	TFIIS	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518734	120892	79991	125700	123054	-	RP11-541N10.2	LRRK2	OBFC1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AAF-44|AAF44|RPA-32|STN1|bA541N10.2	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518735	120892	51352	125700	119494	-	-	LRRK2	WT1-AS	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	WIT-1|WIT1|WT1-AS1|WT1AS	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518736	120892	113251	125700	125238	-	PP13296	LRRK2	LARP4	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518737	120892	10573	125700	115824	-	Z97634.1-001	LRRK2	MRPL28	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MAAT1|p15	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518738	120892	6199	125700	112113	-	-	LRRK2	RPS6KB2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	KLS|P70-beta|P70-beta-1|P70-beta-2|S6K-beta2|S6K2|SRK|STK14B|p70(S6K)-beta|p70S6Kb	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518739	120892	10713	125700	115939	-	CGI-21	LRRK2	USP39	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	65K|HSPC332|SAD1|SNRNP65	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518740	120892	1070	125700	107497	-	-	LRRK2	CETN3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CDC31|CEN3	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518741	120892	51105	125700	119294	-	CGI-72	LRRK2	PHF20L1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	TDRD20B	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518742	120892	25809	125700	117340	-	-	LRRK2	TTLL1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	C22orf7|HS323M22B	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518743	120892	7535	125700	113367	-	-	LRRK2	ZAP70	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	SRK|STCD|STD|TZK|ZAP-70	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518744	120892	55693	125700	120819	-	-	LRRK2	KDM4D	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	JMJD2D	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518745	120892	147339	125700	127053	-	-	LRRK2	C18orf25	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARKL1|RNF111L1	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518746	120892	8293	125700	113898	-	-	LRRK2	SERF1A	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	4F5|FAM2A|H4F5|SERF1|SMAM1	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518747	120892	6016	125700	111948	-	RP11-101O6.4	LRRK2	RIT1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	NS8|RIBB|RIT|ROC1	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518748	120892	79632	125700	122762	-	RP3-329L24.3	LRRK2	FAM184A	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	C6orf60	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518749	120892	3964	125700	110155	-	RP11-385F5.1	LRRK2	LGALS8	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Gal-8|PCTA-1|PCTA1|Po66-CBP	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518750	120892	404093	125700	135642	-	-	LRRK2	CUEDC1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518751	120892	121355	125700	125724	-	-	LRRK2	GTSF1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	FAM112B	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518752	120892	2104	125700	108407	-	-	LRRK2	ESRRG	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ERR3|ERRgamma|NR3B3	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518753	120892	221150	125700	128691	-	RP11-101P17.12-002	LRRK2	SKA3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	C13orf3|RAMA1	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518754	120892	9801	125700	115142	-	RP11-342K6.1	LRRK2	MRPL19	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	L19mt|MRP-L15|MRP-L19|MRPL15|RLX1|RPML15	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518755	120892	89848	125700	124619	-	UNQ737/PRO1431	LRRK2	FCHSD1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	NWK2	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518756	120892	64837	125700	122313	-	-	LRRK2	KLC2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518757	120892	10635	125700	115879	-	-	LRRK2	RAD51AP1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	PIR51	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
2518826	9258	51422	114681	119531	-	-	MFHAS1	PRKAG2	LRRC65|MASL1	AAKG|AAKG2|CMH6|H91620p|WPWS	Reconstituted Complex	physical	Tomkins JE (2018)	29513927	9606	9606	High Throughput	-	-	-	Significant hits in the protein microarray had a Z-score threshold of Z > 3.	-	BIOGRID
